user_id,outfit_id
844162,8424
844167,5331
844196,3590
844357,1653
844560,2314
844663,8013
844672,6629
844746,5086
844797,4801
845048,3973
845048,6158
845048,6288
845048,7577
845129,87
845351,4873
845351,7538
845365,4113
845418,3678
845468,6635
845489,6933
845489,7813
845829,3994
845989,951
846080,1186
846174,1877
846270,226
846306,8059
846954,5533
847064,7742
847143,4444
847196,1273
847196,6248
847226,8588
847371,7625
847523,3652
847573,375
847573,6666
847600,6832
847695,3766
847707,6129
847720,7154
847751,7488
847823,375
847882,7523
847902,1454
847910,9316
848159,1651
848159,1699
848159,6605
848242,7693
848261,4066
848417,2323
848417,4298
848417,4452
848621,1030
848715,2623
848859,8568
848939,7306
848959,6324
849321,3765
849321,7839
849420,9316
849722,1369
849722,6409
849722,7609
849722,9351
849996,6982
850386,8590
850482,2085
850627,2946
850659,3163
850659,5032
850690,2681
850874,5376
850950,6230
851009,1547
851047,5534
851088,6662
851149,728
851149,6746
851261,6375
851267,2873
851310,4701
851310,7430
851323,7545
851394,8775
851706,6117
851845,4691
852031,4194
852031,4615
852226,6067
852308,375
852496,7737
852596,6067
852706,1125
852890,2984
852953,5738
852982,2636
853130,8355
853293,4722
853523,1387
853525,1119
853525,7298
853574,831
853579,909
853579,5356
853588,7580
853588,8184
853987,1387
853987,4752
854182,8590
854317,4932
854370,6313
854465,339
854761,8091
854806,4554
854974,4951
854978,5356
855197,2357
855332,4345
855560,4464
855701,5357
855851,7943
855851,8179
855873,8730
856159,3491
856159,5224
856587,4891
856587,6671
856595,421
857075,917
857377,818
857489,5180
857509,4721
857509,7754
857643,2746
857643,5287
857643,5356
857687,695
857757,2339
857768,4577
857768,5430
857910,6206
857992,3787
858515,3678
859020,2605
859181,6313
859408,2231
859614,2746
859749,1148
859749,7481
859822,5895
859844,2347
860317,3559
860391,786
860717,8593
861034,1968
861229,9061
861291,3431
861291,4331
861373,6892
861522,835
861522,7430
861642,3979
861803,7521
861833,4806
861877,4217
861877,4430
861909,906
862438,186
862477,1313
862486,152
862486,6375
862660,6007
862846,8321
862860,2805
862887,5731
863027,6336
863054,4966
863103,2291
863176,6668
863176,7575
863405,2400
863405,5302
863471,2081
863922,5555
864036,7561
864220,2484
864331,5798
864344,928
864420,2874
864420,3561
864622,1186
864678,6063
864742,695
864742,2540
864868,3387
864901,3540
864973,4607
865012,4694
865121,469
865141,448
865141,6987
865141,8355
865144,5024
865237,5682
865312,3935
865327,9338
865591,152
865591,4298
865662,3244
865716,3451
865716,6402
865716,9101
865834,3586
865903,2347
865946,7824
866093,4928
866112,7045
866112,7253
866142,5171
866208,3105
866208,8033
866236,7425
866250,3700
866260,6164
866344,7311
866461,5513
866717,528
866717,1330
866717,8321
866731,3257
866774,4616
866824,4965
866918,3008
866918,7064
867103,2168
867153,4574
867153,6612
867173,215
867288,7430
867341,3935
867344,3226
867384,1116
867384,4294
867386,3630
867864,1866
868053,1889
868053,4691
868163,9150
868284,7781
868341,1547
868433,8122
868789,3107
868842,4691
868842,6751
869148,3458
869148,5592
869148,8355
869195,797
869213,4498
869213,7570
869636,87
869703,766
869703,5105
869813,6432
869813,8179
869813,9150
869901,6457
869901,7462
870048,2354
870054,2468
870189,700
870225,4876
870297,5374
870297,6313
870417,7992
870674,1426
870674,3630
870744,5245
870966,1362
870966,2836
870966,4151
871013,3906
871232,7920
871293,375
871460,8077
871813,4354
871813,5202
871818,1471
871863,879
871939,831
872015,6987
872206,3602
872429,235
872627,2934
872627,9065
872669,8033
872700,5738
872731,4287
872924,3670
872924,8050
872937,226
872946,1132
872946,5083
872946,9335
873054,1683
873312,1311
873644,4260
873673,1681
873933,1953
874390,1533
874418,4806
874463,8321
874505,1158
874570,8321
874738,2256
874738,2620
874738,6460
875073,4271
875194,359
875194,2078
875194,3431
875196,991
875318,8113
875588,4891
875682,4276
875923,4806
876223,421
876293,7655
876342,6807
876363,6303
876748,5215
877059,4968
877061,8798
877244,7577
877262,3064
877328,3051
877724,2301
877743,469
877743,1311
878114,5331
878305,6662
878355,3893
878355,4806
878421,2873
878558,4298
878696,3074
878725,3721
878800,7871
878800,8314
878992,2350
879050,5693
879133,381
879133,4918
879135,87
879386,2003
879386,7298
879486,3234
879486,5478
879772,4812
879833,52
879833,8637
879834,9065
880079,8795
880332,3731
880497,2308
880614,1651
880630,8324
880644,186
880670,3207
880670,9253
880671,8764
880963,2755
880963,6390
881034,5024
881201,4813
881201,5227
881201,9250
881526,6352
881539,3314
881703,8603
881806,6274
881851,8718
881867,2350
881867,3678
882042,7824
882199,2571
882320,6662
882501,8590
882617,7524
882819,2842
882819,3226
883012,226
883012,2347
883117,108
883465,3959
883660,5686
883843,4126
883843,8906
884014,7331
884014,7827
884249,1869
884340,7406
884471,39
884502,6548
884620,7943
884642,222
884927,6175
884960,8775
885378,8236
885611,685
885659,4126
885659,5557
885691,2166
885738,2289
885835,5245
885872,1419
885872,7396
886186,1356
886329,7419
886376,1358
886528,6085
886577,4059
886577,7639
886706,1347
886726,7832
886857,3893
887095,5849
887350,636
887350,1405
887555,3143
887562,4962
887562,8464
887742,186
887920,8775
888015,6375
888092,7027
888158,2781
888158,8042
888461,75
889042,226
889121,5043
889526,6629
889526,7897
889580,3216
889786,5830
889813,5438
889836,6671
889836,7356
889954,6933
889994,2873
890067,1029
890074,469
890074,2144
890074,2968
890074,8845
890304,4346
890398,4790
890466,1471
890624,4793
890624,7580
890908,1330
890963,4881
891066,2303
891092,6547
891360,4272
891380,7661
891460,1461
891594,934
891733,7228
891850,8292
891919,2578
891919,4239
892311,3073
892361,8718
892453,2578
892529,5263
892555,1651
892654,2890
892783,5432
892891,6832
892975,2984
893109,1312
893229,2864
893405,6611
893496,6944
893710,938
893710,6751
893832,1857
894011,1877
894069,6581
894678,4208
894784,5119
895004,4615
895026,3556
895039,4691
895039,6933
895220,4803
895220,5428
895232,827
895737,7253
896207,6590
896253,3143
896356,2294
896423,3778
896438,9270
896477,1192
896502,2289
896502,6987
896680,6080
896691,1114
896776,3292
896776,6733
896898,7839
896927,489
896927,6042
896982,3604
897111,442
897154,7165
897154,8098
897154,8590
897407,403
897504,4972
897574,7089
897732,7577
897933,8548
897984,188
897995,3441
898023,702
898185,2805
898517,5565
898517,8464
898727,1029
898727,2812
898862,2535
898873,4443
898915,4235
899059,1371
899101,906
899101,3216
899284,1719
899324,5162
899706,906
899718,6248
899925,4466
899948,375
900107,4722
900255,831
900386,5331
900472,7691
900519,3071
900561,4217
900561,7577
900696,3926
900852,152
900932,952
900932,6336
900943,2231
900943,7426
901440,1128
901445,3216
901601,1311
901601,7257
901683,6164
901697,7115
902048,4898
902083,4263
902083,4691
902150,3845
902296,6944
902342,3105
902342,6746
902353,1114
902553,3608
902553,3935
902553,7433
902553,8274
902567,3234
902938,5202
902938,9065
903092,6933
903421,1140
903533,645
903628,6987
903814,1725
903856,6158
903949,6933
904254,5550
904849,2690
904849,7525
904859,3893
905213,3431
905213,3766
905349,7747
905531,7228
905724,1312
905725,3127
905942,6671
905993,8765
906127,3864
906188,8906
906400,3893
906481,319
906481,761
906481,1040
906481,1707
906481,2061
906481,5255
