id,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63
0.0,0.06456511,0.064151846,-0.059888355,-0.0047878977,0.05812863,-0.019194445,-0.0047646584,0.040738244,0.0734904,0.034277245,-0.03681286,0.04361082,0.080890894,-0.00684884,-0.015871737,-0.04122514,0.03777441,-0.08953962,0.09038723,-0.077676594,0.0006913968,0.057621084,0.02592518,-0.05582156,-0.000661021,-0.050402675,0.046781812,-0.05949168,0.04133399,0.04133576,0.098081484,-0.053000093,0.03934709,0.09011798,0.060300294,-0.012447523,0.0321709,0.006383931,-0.02251915,-0.002835099,-0.060000688,0.07324317,0.06165658,0.06500515,0.07706676,-0.03368314,0.033724498,-0.043127935,0.059674222,0.042434156,0.021240652,0.08622896,-0.050045427,0.0148331225,0.047884908,0.09552622,0.021180717,0.066609584,0.09995543,-0.009518391,0.08289616,-0.06974422,0.039227888,-0.049785715
2.0,0.08989056,0.046622746,-0.02468835,0.050846696,-0.06437445,-0.08821903,0.08857282,0.051564537,0.019756524,-0.060678598,-0.092422,-0.055802096,-0.022711135,-0.057022996,0.022569539,0.011508989,0.09845162,0.034159854,-0.07519039,-0.051688153,0.054297063,-0.0689642,0.0024073797,0.09763265,-0.09121928,0.075958565,0.08084018,-0.071506046,-0.028008051,0.0930044,0.09650685,-0.06176382,0.05902721,0.045935005,0.08934545,0.049565837,-0.021130014,0.0865618,-0.022699723,-0.07883012,0.08156876,0.07815001,-0.09741477,0.09515958,-0.0018665391,0.005673413,0.09176987,-0.069396034,0.054815244,0.02571428,-0.008933486,0.0039764107,0.021297581,0.067388415,0.024803484,0.0872353,-0.07270407,0.05627762,0.0122511545,-0.07663679,0.019923909,-0.064090334,0.030958235,-4.2431933e-05
3.0,0.07745135,0.068891816,0.050049424,0.07464396,-0.033821132,0.07233325,-0.014470226,0.061418112,0.046658598,0.08122381,0.084917925,0.012984254,0.04999158,-0.0018424924,0.08107282,-0.027376918,0.014319493,0.098201916,-0.056126364,0.039550297,0.0569206,-0.095736116,-0.015687127,-0.019855145,0.06753105,-0.06627817,-0.044060055,0.07283555,0.009308341,-0.049396098,0.06767073,-0.025932748,0.08059174,0.04054016,0.083114915,0.09045077,0.0045003938,-0.0890644,0.09347619,0.07613885,0.023858268,-0.06350111,-0.022142565,0.07415328,-0.035509333,0.033312913,0.0031025144,0.048774257,-0.03651466,0.03875073,0.039535712,0.012935566,0.010951221,-0.07594622,0.043842573,-0.030468369,-0.09647993,0.056571744,0.04209763,0.058840595,0.013159923,-0.092839375,-0.0655014,0.05809339
4.0,-0.046926256,0.063179635,0.0684104,0.08472521,0.011048359,-0.07497169,0.037170716,0.011990987,-0.056182686,-0.050811112,-0.060777728,-0.04903935,0.087556705,0.09990296,0.032770876,-0.077859335,0.037254587,-0.014030211,-0.018212842,0.0015222396,-0.041272752,-0.050735727,0.07393516,-0.0019318457,-0.05810042,-0.047760297,-0.07120228,-0.049370974,-0.033855204,0.0745289,0.019732168,-0.041376334,-0.08166045,0.003043432,0.0479143,-0.03939611,-0.08424402,0.03031912,0.08677722,-0.0012360276,0.056453973,0.08866786,-0.066947475,0.04050066,0.029658645,0.0991847,-0.039106213,-0.0367964,0.074653104,0.07165127,-0.06073146,0.018095478,0.04419422,0.07169823,-0.0492593,0.013206311,-0.07788568,0.011664421,-0.09700794,0.07743904,0.030338269,0.098489635,-0.08139448,-0.027163845
5.0,-0.087892234,-0.05653213,-0.05900281,0.08679004,0.067738526,-0.03179454,-0.078817174,0.048006207,-0.08235939,-0.08039463,-0.050365034,-0.030991701,0.0033291422,-0.06904706,-0.033032484,-0.0047684317,-0.03656182,-0.061177634,-0.016703244,0.09207863,0.058130357,-0.038549453,-0.009520496,0.028984535,0.07818067,0.030322427,-0.076595075,0.0510303,0.055190127,-0.077221476,-0.019715412,-0.011496185,-0.0077252854,-0.09583709,-0.0892969,0.09956081,-0.0062528397,-0.06300296,-0.0182456,0.0608983,0.0015969847,0.08525407,0.08950318,-0.020324944,-0.04924225,0.04770717,0.017433995,0.09917075,-0.07343604,-0.08809736,-0.070576966,0.03964133,-0.068481684,0.090241805,0.04046984,0.07356808,0.07494708,0.009548129,0.06636,0.040736675,-0.04238969,0.034934144,-0.020539276,0.045419924
6.0,0.038315453,0.059610974,0.0038170656,-0.009640175,0.014754616,0.09846911,0.045236964,-0.008281352,0.09830615,0.00024678063,-0.0038399522,-0.043143976,-0.047114503,0.045866534,0.060320314,0.08297167,-0.015219184,-0.09206751,-0.09780416,-0.0037182819,0.08209597,0.011430976,-0.03448928,0.0660891,0.06584085,-0.06758788,0.046599444,-0.05297146,0.082737565,-0.04574401,0.06126086,-0.016820064,0.08752976,0.07077332,-0.032282457,-0.010223013,-0.02650909,-0.040285,0.01883624,-0.050919723,0.0884071,-0.07504977,-0.07380828,-0.06613714,0.06561418,0.066709094,-0.09210767,-0.06216779,0.059185173,-0.012467854,0.0059550144,-0.025523236,0.045307778,-0.0059971325,0.09982051,-0.057740685,-0.035435703,-0.07552768,-0.06188344,-0.015828745,-0.08984443,-0.0277282,0.087889865,0.0686431
7.0,0.069327414,-0.063974604,0.031295937,-0.09056588,0.026568417,-0.006896636,0.037700724,0.089671284,0.01992221,0.092859276,0.07230122,-0.07112589,-0.033776052,0.034948394,0.06883554,-0.0043074875,-0.007222874,-0.030873828,0.03340954,-0.094830625,0.09158631,0.022289408,0.08202184,0.05056234,-0.06464394,0.013487244,-0.08914806,-0.0036521147,0.063941754,-0.02095365,0.062387325,-0.02699014,0.09921214,0.009326296,0.027152218,0.05081716,-0.016206581,0.030829694,-0.03150241,0.090588406,0.05756483,-0.04915799,0.08256224,-0.008507333,-0.03137134,0.08609541,-0.096274026,0.08537908,-0.010942525,-0.0409397,-0.012831515,-0.014852189,-0.05904368,0.009843181,0.015554205,-0.0698213,-0.047228362,-0.085219726,-0.0060601984,0.0731319,0.021381512,0.038907647,-0.082633354,-0.032657105
8.0,0.026126923,-0.011449995,0.07811616,0.022589326,0.09897535,0.01681869,0.060524065,0.040725965,0.035432626,0.020308895,-0.0678931,-0.04627634,0.0877091,0.04106964,0.07964749,0.047662873,0.06999296,0.07582323,-0.0154235745,0.056986615,0.048849862,0.07272158,0.024573224,0.08780105,0.042689975,-0.029918877,-0.043876693,-0.023077367,0.000576005,-0.05268171,0.04700126,-0.05751928,0.09871306,-0.06620607,-0.006759065,0.043312233,0.009739003,-0.09615035,0.046871316,0.06917929,0.05942279,0.009709613,0.019846072,-0.018387884,-0.044525936,0.08142798,0.06861751,-0.09510923,-0.029709455,0.01154632,0.049955677,0.06871621,-0.026612867,-0.0692474,0.05421325,-0.07571454,-0.08356167,0.054101773,-0.09956061,0.056060042,-0.07430156,-0.02181573,-0.02012768,-0.022357587
9.0,0.04941872,0.008029283,-0.02166563,0.02489887,0.089244656,0.025601907,-0.07749358,-0.08853317,0.015719477,-0.017527329,0.080107056,-0.03687485,-0.07948132,0.08146104,-0.09664127,0.09013204,0.026624484,0.04582204,0.09237613,0.08275609,-0.09834794,0.015485734,0.094222344,0.032668173,-0.002842196,-0.07097675,-0.08022379,0.05181665,0.041400146,0.04368745,0.036047246,-0.00026090335,-0.08941595,-0.004573696,-0.08777085,-0.0636601,0.046510622,0.051993627,-0.019217176,-0.07379003,0.031824894,0.07254566,0.04045908,-0.03624121,0.030212758,-0.050846986,-0.042222377,-0.08662995,-0.00016434213,-0.057635855,-0.09404333,-0.027996952,0.0019501895,0.060525578,0.09633085,-0.0066831717,-0.011800632,0.09298268,-0.031231787,0.091733456,-0.011180543,0.04929606,-0.022333603,0.06743942
10.0,-0.05771092,0.08577008,-0.07523159,-0.014221405,0.025231913,0.065432355,-0.06605301,0.07715322,-0.0976648,-0.0992914,0.09207185,-0.07020794,0.06110978,-0.0646657,-0.016190542,-0.07897682,-0.036235843,0.021321535,0.061109673,-0.09928412,0.069683224,-0.036924493,0.066910364,-0.035820127,0.017251382,0.04806255,0.024730796,0.08916696,-0.094963014,0.029933697,-0.069390945,0.022359643,-0.043162674,0.091325015,0.06522493,-0.057084452,0.074246585,-0.057642277,0.09906637,0.00967192,0.01905338,-0.0964166,-0.062087357,-0.048277624,-0.03337027,0.009511286,0.09197021,0.00673386,-0.024864938,-0.007843638,-0.07364419,0.020012632,0.046414934,0.039960504,-0.02695951,-0.026442705,-0.017695298,0.09194099,0.052834604,-0.025320616,-0.05359078,-0.061230045,-0.062288564,-0.0655717
